,...1,ID,case_name,url,cite,dock_raw,docket,summary,jurisdiction,court,case_date,plt,plt_typ,def,def_typ,judge,outcome,outcome_notes,agy,location,statute,species,AIM,TON,OOC,cites,appeals,ej_count,ej_keywords,science,experts,dr_phd,deference,climate_count,climate_keywords,housing_count,housing_keywords,cercla_flag,further_notes,ton_mc1,ton_mc2,ooc_mc1,ooc_mc2,judge_clean,First_Name,Middle,Last_Name,Middle_Initial,n.x,nid,jid,Last.Name,First.Name,Middle.Name,Suffix,Birth.Month,Birth.Day,Birth.Year,Birth.City,Birth.State,Death.Month,Death.Day,Death.Year,Death.City,Death.State,Gender,Race.or.Ethnicity,Court.Type..1.,Court.Name..1.,Appointment.Title..1.,Appointing.President..1.,Party.of.Appointing.President..1.,Reappointing.President..1.,Party.of.Reappointing.President..1.,ABA.Rating..1.,Seat.ID..1.,Statute.Authorizing.New.Seat..1.,Recess.Appointment.Date..1.,Nomination.Date..1.,School..1.,Degree..1.,Degree.Year..1.,School..2.,Degree..2.,Degree.Year..2.,School..3.,Degree..3.,Degree.Year..3.,School..4.,Degree..4.,Degree.Year..4.,School..5.,Degree..5.,Degree.Year..5.,Professional.Career,Other.Nominations.Recess.Appointments,X,party.affiliation.of.president,president.name,court.type,court.name,state,nomination.date.senate.executive.journal,dime.cid,dime.cfscore,imputed.dime.cfscore,jcs.score.dw,jcs.cfscore.cf,pres.dw,pres.dime.cfscore,senscore.dw,senscore.dime.cfscore,state.delegation.dw,state.delegation.dime.cfscore,use.pres,both.sen.opp,unified,birth.year,gender,race.or.ethnicity,aba.rating,law.school,employment.text.field,exit.year,enter.year,jd.rank,degree.type,clerked.for.con,clerked.for.lib,nconts,jud.chair.dw,overimputed.dime.cfscore,court.name1,enter.year1,exit.year1,court.name2,enter.year2,exit.year2,court.name3,enter.year3,exit.year3,exit.yearr,exit.year1r,exit.year2r,circuit,circuit2,circuit3,Middle.Initial,n.y,first_dist,middle_dist,last_dist,total_dist,matched,magistrate,notes
249,1941,2001-2001-saveox-001,"Save Our Wetlands, Inc. v. Conner",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:42XJ-S2T0-0038-Y4H7-00000-00&context=1516831&sourcegroupingtype=G,2001 U.S. Dist. LEXIS 5069,"CIVIL ACTION NO: 98-3625 SECTION ""J"" (5)",98-03625,"Where environmental organization's preliminary injunction was denied regarding permit to fill wetlands but court ordered mercury testing, organization was not entitled to attorneys' fees under the EAJA since it was not a prevailing party.",U.S. Federal,United States District Court for the Eastern District of Louisiana,3/28/01,"save our wetlands, inc",ngo,col. william conner%u.s. army corps of engineers,fed,alma l. chasez,defendant,none,acoe,louisiana,cwa%nepa,none,stop project,wetlands,filling in wetland,1,yes,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes,Freshwater,conservation,Construction-General,alma l. chasez,alma,l.,chasez,l,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
125,983,1981-1981-greatx-001,Great Cruz Bay Dev. Co. v. V.I. Bd. of Land Use Appeals,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-M0W0-00B1-F52Y-00000-00&context=1516831&sourcegroupingtype=G,1981 U.S. Dist. LEXIS 9341,Civil No. 80-259,80-00259,none,U.S. Federal,"United States District Court for the District of the Virgin Islands, St. Thomas and St. John Division",7/15/81,great cruz bay development company,industry,virgin islands board of land use appeals,local,almeric l. christian,plaintiff,none,none,virgin islands,czma,none,appeal decision,coast,proposed zoning,4,no,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes,Marine,conservation,Construction-General,almeric l. christian,almeric,l.,christian,l,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"appointed by richard nixon? But not in fjc, maybe bankruptcy?"
606,4953,1987-1987-cowpet-001,Cowpet Bay West Condominium Owners Ass'n v. Virgin Islands Bd. of Land use Appeals,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-CPY0-003B-648M-00000-00&context=1516831&sourcegroupingtype=G,1987 U.S. Dist. LEXIS 16035,CIVIL NO. 86-122%CIVIL NO. 86-128,86-00122%86-00128,none,U.S. Federal,"United States District Court for the District of the Virgin Islands, Division of St. Thomas and St. John",5/19/87,cowpet bay west condominium owners association,civic_assn,virgin islands board of land use appeals%cowpet bay partners%kirk grybowski,local%industry%individual,almeric l. christian,defendant,none,none,virgin islands,czma,none,get permit approved,open space%coastal waters,building expansion,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes%Landscapes,Landscapes%Marine,conservation,Construction-General,almeric l. christian,almeric,l.,christian,l,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,appointed by richard nixon? But not in fjc
403,3139,2017-2017-people-004,"People for the Ethical Treatment of Animals, Inc. v. Dade City's Wild Things, Inc.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5PXB-Y411-F04D-13H2-00000-00&context=1516831&sourcegroupingtype=G,2017 U.S. Dist. LEXIS 185635,Case No.: 8:16-cv-2899-T-36AAS,16-02899,none,U.S. Federal,"United States District Court for the Middle District of Florida, Tampa Division",11/9/17,"people for the ethical treatment of animals, inc.",ngo,dade city's wild things%stearns zoological rescue & rehab center%kathryn p. stearns%randall e. stearns,industry%individual,amanda arnold sansone,plaintiff,none,none,florida,esa,tiger,compel compliance with subpoena,fauna,transportation of tigers,0,no,0,none,0,none,0,no,0,none,0,none,0,none,Biosphere,Fauna,conservation,Flora/Fauna/Ecosystems,amanda arnold sansone,amanda,arnold,sansone,a,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
35,276,2007-2007-united-065,United States v. Bengis,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:4NS0-7RN0-0038-Y4YG-00000-00&context=1516831&sourcegroupingtype=G,2007 U.S. Dist. LEXIS 35902,03 Cr. 308 (LAK) (AJP),03-00308,"Magistrate recommended that Government's request for restitution under VWPA be rejected. Defendants were convicted of conspiracy to import lobster contrary to U.S. law. As overfishing of lobster could not be said to be directly related to any of required criminal conduct under statutes that defendants pled guilty, restitution was inappropriate.",U.S. Federal,United States District Court for the Southern District of New York,5/17/07,united states of america,fed,arnold maurice bengis%jeffrey noll%david bengis,individual,andrew j. peck,defendant,none,none,none,lacey act,lobster,order restitution,ocean%fauna,lobster imports,2,yes,0,none,0,none,3,no,0,none,0,none,0,none,Biosphere%Landscapes,Fauna%Marine,conservation,Flora/Fauna/Ecosystems,andrew j. peck,andrew,j.,peck,j,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
200,1585,2012-2012-united-057,United States v. Bengis,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:56BV-G5J1-F04F-04D9-00000-00&context=1516831&sourcegroupingtype=G,2012 U.S. Dist. LEXIS 115500,03 Cr. 308 (LAK) (AJP),03-00308,none,U.S. Federal,United States District Court for the Southern District of New York,8/16/12,united states,fed,arnold maurice bengis%jeffrey noll%david bengis,individual,andrew j. peck,plaintiff,none,noaa,new york,lacey act,rock lobster,enforce violation,fauna,international crimes,0,yes,0,none,6,none,0,no,0,none,0,none,0,international environmental crime tried in the US,Biosphere,Fauna,non-environmental,Non-environmental,andrew j. peck,andrew,j.,peck,j,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
87,623,2018-2018-merrit-001,Merritt Envtl. Consulting Corp. v. Great Divide Ins. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5TG4-BPP1-JX3N-B156-00000-00&context=1516831&sourcegroupingtype=G,2018 U.S. Dist. LEXIS 175527,CV 17-7495 (SJF)(AYS),17-07495,none,U.S. Federal,United States District Court for the Eastern District of New York,10/10/18,merritt environmental consulting corporation,industry,great divide insurance company%berkley specialty underwriting managers,industry,anne y. shields,defendant,none,none,new york,cercla,none,seeking insurance coverage,radioactive waste disposal,radioactive contamination,2,yes,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Nuclear,waste & pollution,Nuclear,anne y. shields,anne,y.,shields,y,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
507,4042,2017-2017-sierra-003,"Sierra Club, Inc. v. Con-Strux, LLC",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5R91-C7B1-F04F-0224-00000-00&context=1516831&sourcegroupingtype=G,2017 U.S. Dist. LEXIS 213309,CV 16-4960 (AYS),16-04960,none,U.S. Federal,United States District Court for the Eastern District of New York,12/29/17,sierra club,ngo,"con-strux, llc%marc bretz",industry%individual,anne y. shields,defendant,none,none,new york,cwa,none,stop pollutants,clean water,pollutants,0,yes,0,none,0,none,0,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Production,anne y. shields,anne,y.,shields,y,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
593,4758,2015-2015-h2ov.x-001,H2O v. Town Bd. of the Town of E. Hampton,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5HH2-X7F1-F04F-008D-00000-00&context=1516831&sourcegroupingtype=G,2015 U.S. Dist. LEXIS 160413,CV 15-cv-2349 (ADS)(AYS)%CV 15-cv-5735 (ADS)(AYS),15-02349%15-05735,none,U.S. Federal,United States District Court for the Eastern District of New York,10/15/15,defend h20%kevin mcallister%michael bottini%rav freidel%jay levine%thomas muse%paul lester%nat miller%daniel lester%conrad costanzo,ngo%individual,"town board of the town of east hampton%county of suffolk%department of environmental conservation of the state of new york%united states army corps of engineers%royal atlantic corporation%montauk beach preservation association, inc.%royal atlantic east condominium owners association, inc.%royal atlantic east condominium owners association, inc.",local%state%fed%industry%trade_assn,anne y. shields,defendant,none,acoe,new york,czma%nepa,none,stop project,river%bays%clean water,dredge,0,no,0,none,0,none,0,no,0,none,4,revitalization,0,none,Landscapes,Freshwater,conservation,Construction-Water Infrastructure,anne y. shields,anne,y.,shields,y,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
368,2882,2012-2012-rec.fx-001,"Rec. Fishing Alliance, Inc. v. Nat'l Marine Fisheries Serv.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:555X-YH81-F04D-1430-00000-00&context=1516831&sourcegroupingtype=G,2012 U.S. Dist. LEXIS 34028,Case No. 8:11-CV-00705-T-30AEP,11-00705,none,U.S. Federal,"United States District Court for the Middle District of Florida, Tampa Division",2/24/12,recreational fishing alliance inc,industry,the national marine fisheries service,fed,anthony porcelli,defendant,none,nmfs,florida,magnuson-stevens act%esa,red snapper,supplement the record,fauna,stock of fish,0,yes,0,none,48,"dr. frank hester, marine biologist, none",11,no,0,none,0,none,0,none,Biosphere,Fauna,conservation,Fishing,anthony porcelli,anthony,,porcelli,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
619,5072,2012-2012-united-101,United States v. Hampton Rds. Sanitation Dep't,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:55B0-TCG1-F04F-F286-00000-00&context=1516831&sourcegroupingtype=G,2012 U.S. Dist. LEXIS 46984,Civil No. 2:09-cv-481,09-00481,"Pursuant to a consent decree, stipulated penalties were assessed against a sanitation department for 10 sanitary sewer discharges (SSDs) because although the decree's force majeure provision could be invoked when considering potential liability for stipulated penalties, the SSDs at issue were not caused by events beyond the operator's control.",U.S. Federal,"United States District Court for the Eastern District of Virginia, Norfolk Division",4/2/12,united states of america%commonwealth of virginia,fed%state,hampton roads sanitation department,local,arenda l. wright allen,mixed,none,epa,virginia,cwa,none,stipulate penalties,toxic waste disposal%stormwater%creek,sanitary sewage discharge,0,no,0,none,0,none,5,no,0,none,0,none,0,none,Landscapes%Anthropogenic,Freshwater%Hazardous Substance,waste & pollution,Waste Management,arenda l. wright allen,arenda,l.,wright allen,l,1,1393701,3373,allen,arenda,lauretta wright, ,NA,NA,1960,Philadelphia,PA,NA,NA,NA, , ,Female,African American,U.S. District Court,U.S. District Court for the Eastern District of Virginia,Judge,Barack Obama,Democratic,,,Qualified,VAED0504, ,,1/5/11,Kutztown State College (now Kutztown University of Pennsylvania),B.A.,1982,North Carolina Central University School of Law,J.D.,1985,,,,,,NA,,,NA,"U.S. Navy, JAG Corps, 1985-1990; Assistant U.S. attorney, Western District of Virginia, 1990-1991; Assistant U.S. attorney, Eastern District of Virginia, 1991-2005; U.S. Naval Reserve, JAG Corps, 1992-2005; Assistant federal public defender, Eastern District of Virginia, 2005-2011; supervisory assistant federal public defender, 2006-2011","Nominated to U.S. District Court for the Eastern District of Virginia, December 1, 2010; no Senate vote",NA,Democratic,Barack Obama,USDC,"U. S. District Court, Eastern District of Virginia",VA,1/5/11,NA,NA,-1.337,-0.173,-1.177,-0.367,-1.14,-0.173,-1.177,0.114,-0.045,0,0,1,1960,F,African American,Qualified,North Carolina Central University School of Law,"U.S. Navy, JAG Corps, 1985-1990<br>Assistant U.S. attorney, Western District of Virginia, 1990-1991<br>Assistant U.S. attorney, Eastern District of Virginia, 1991-2005<br>U.S. Naval Reserve, JAG Corps, 1992-2005<br>Assistant federal public defender, Eastern District of Virginia, 2005-2011; supervisory assistant federal public defender, 2006-2011<BR><BR>Nominated to U.S. District Court for the Eastern District of Virginia, December 1, 2010; no Senate vote",NA,2011,6,B.A.,0,0,0,-0.374,NA,,NA,3000,,NA,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, Eastern District of Virginia",,NA,l,NA,NA,NA,NA,NA,1,0,
465,3629,2015-2015-nextmx-001,"Next Millennium Realty, L.L.C. v. Adchem Corp.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5K2W-B461-F04F-03FT-00000-00&context=1516831&sourcegroupingtype=G,2015 U.S. Dist. LEXIS 178876,CV 03-5985 (ARL),03-05985,none,U.S. Federal,United States District Court for the Eastern District of New York,3/31/15,"next millennium realty, l.l.c.%101 frost street associates",industry,adchem corp.%lincoln processing corp.%northern state realty corp.%northern state realty co.%pufahl realty corp.,industry,arlene rosario lindsay,mixed,veil piercing claims are dismissed because there was no evidence connecting court dominion to site contamination; public nuisance claim is time barred; cercla claims are not dismissed,none,new york,cercla,none,determine liability,toxic waste disposal%groundwater,contribution claims,2,no,0,none,0,none,0,no,0,none,0,none,1,none,Landscapes%Anthropogenic,Freshwater%Hazardous Substance,waste & pollution,Cost and Liability,arlene rosario lindsay,arlene,rosario,lindsay,r,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
63,465,1979-0466-inre x-001,"In re Canarico Quarries, Inc.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-F060-0054-72V3-00000-00&context=1516831&sourcegroupingtype=G,466 F. Supp. 1333,Civ. No. 78-1457,78-01457,The bankruptcy court improperly authorized the Chapter 11 debtor to continue to operate quarry in violation of cease and desist order because quarry emitted particulate matter in violation the state's regulations implementing Federal Clean Air Act.,U.S. Federal,United States District Court for the District of Puerto Rico,3/9/79,puerto rico environmental quality board,state,united states bankruptcy court,fed,asa  s. herzog,plaintiff,none,none,puerto rico,caa,none,start regulation%appeal previous judgement,other-environmental,whether company needs to get approval from the plaintiff,36,no,0,none,0,none,0,no,0,none,0,none,0,none,unknown,unknown,legal & procedural,Legal,asa  s. herzog,asa,,s. herzog,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,bankruptcy court judge? https://www.nytimes.com/1996/01/25/business/asa-herzog-92-chief-judge-in-bankruptcy-court-is-dead.html?login=google&auth=login-google
161,1260,1980-1980-isleox-001,"ISLE OF HOPE HISTORICAL ASSN., INC. v. UNITED STATES ARMY CORPS OF ENGRS.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-W950-0039-S3YT-00000-00&context=1516831&sourcegroupingtype=G,1980 U.S. Dist. LEXIS 17387,No. CV480-15,80-00015,none,U.S. Federal,"United States District Court for the Southern District of Georgia,savannah Division",11/14/80,isle of hope historical association,ngo,united states army corps of engineers%isle of hope marina,fed%industry,b. avant edenfield,defendant,none,acoe,georgia,nepa,none,stop project,river,marina,0,no,0,none,0,none,0,yes,0,none,0,none,0,none,Landscapes,Freshwater,conservation%conservation,Flora/Fauna/Ecosystems%Construction-Water Infrastructure,b. avant edenfield,b.,avant,edenfield,a,1,1380371,684,edenfield,berry,avant, ,8,2,1934,Bulloch County,GA,5,9,2015,Savannah,GA,Male,White,U.S. District Court,U.S. District Court for the Southern District of Georgia,Judge,Jimmy Carter,Democratic,,,Qualified,GASD0207, ,,9/27/78,University of Georgia,B.B.A.,1956,University of Georgia School of Law,LL.B.,1958,,,,,,NA,,,NA,"Georgia Army National Guard, 1957-1963; Private practice, Statesboro, Georgia, 1958-1978; State senator, Georgia, 1965-1966",,1817,Democratic,Jimmy Carter,USDC,"U. S. District Court, Southern District of Georgia",GA,9/27/78,NA,NA,0.406,-0.1125,0.313,-0.521,-0.27,-0.1125,0.313,-0.058,0.372,0,0,0,1934,M,White,Qualified,University of Georgia School of Law,"Georgia Army National Guard, 1957-1963<BR>Private practice, Statesboro, Georgia, 1958-1978<BR>State senator, Georgia, 1965-1966",2006,1978,3,B.B.A.,0,0,0,-0.451,NA,,NA,3000,,NA,3000,NA,NA,NA,2006,NA,NA,"U. S. District Court, Southern District of Georgia",,NA,a,NA,NA,NA,NA,NA,1,0,
287,2233,1995-1995-coloni-001,Colonial Oil Indus. v. Underwriters,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-F2P0-001T-505W-00000-00&context=1516831&sourcegroupingtype=G,1995 U.S. Dist. LEXIS 12121,CIVIL ACTION NO. 494-010,94-00010,An insurer that failed to defend or pursue a declaratory judgment against the insured in a lawsuit covered by the policy was estopped from arguing in subsequent lawsuit with the insured that the policy excluded coverage for the earlier suit.,U.S. Federal,"United States District Court for the Southern District of Georgia, Savannah Division",8/15/95,colonial oil industries inc,industry,underwriters subscribing to policy no. T031504670 and TO31504671,other,b. avant edenfield,plaintiff,none,none,georgia,cercla,none,establish liability,river,dredging,1,yes,0,none,0,none,0,no,0,none,0,none,1,none,Landscapes,Freshwater,waste & pollution,Construction-Water Infrastructure,b. avant edenfield,b.,avant,edenfield,a,1,1380371,684,edenfield,berry,avant, ,8,2,1934,Bulloch County,GA,5,9,2015,Savannah,GA,Male,White,U.S. District Court,U.S. District Court for the Southern District of Georgia,Judge,Jimmy Carter,Democratic,,,Qualified,GASD0207, ,,9/27/78,University of Georgia,B.B.A.,1956,University of Georgia School of Law,LL.B.,1958,,,,,,NA,,,NA,"Georgia Army National Guard, 1957-1963; Private practice, Statesboro, Georgia, 1958-1978; State senator, Georgia, 1965-1967",,1817,Democratic,Jimmy Carter,USDC,"U. S. District Court, Southern District of Georgia",GA,9/27/78,NA,NA,0.406,-0.1125,0.313,-0.521,-0.27,-0.1125,0.313,-0.058,0.372,0,0,0,1934,M,White,Qualified,University of Georgia School of Law,"Georgia Army National Guard, 1957-1963<BR>Private practice, Statesboro, Georgia, 1958-1978<BR>State senator, Georgia, 1965-1967",2006,1978,3,B.B.A.,0,0,0,-0.451,NA,,NA,3000,,NA,3000,NA,NA,NA,2006,NA,NA,"U. S. District Court, Southern District of Georgia",,NA,a,NA,NA,NA,NA,NA,1,0,
430,3363,1987-1987-clauss-001,Claussen v. Aetna Casualty & Surety Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-C250-003B-64NJ-00000-00&context=1516831&sourcegroupingtype=G,1987 U.S. Dist. LEXIS 7849,No. CV185-248,85-00248,"Where an insured, the operator of a sanitary landfill, sought a defense and reimbursement of costs of EPA investigation, comprehensive general liability insurers were entitled to summary judgment on pollution exclusion grounds as a matter of law.",U.S. Federal,"United States District Court for the Southern District of Georgia, Augusta Division",8/11/87,henry h. claussen,individual,the aetna casualty and surety company%federal insurance company,industry,b. avant edenfield,defendant,none,none,georgia,cercla,none,recover legal fees%compell for defense provided,toxic waste disposal,epa investigation of landfill,15,yes,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Waste Management,b. avant edenfield,b.,avant,edenfield,a,1,1380371,684,edenfield,berry,avant, ,8,2,1934,Bulloch County,GA,5,9,2015,Savannah,GA,Male,White,U.S. District Court,U.S. District Court for the Southern District of Georgia,Judge,Jimmy Carter,Democratic,,,Qualified,GASD0207, ,,9/27/78,University of Georgia,B.B.A.,1956,University of Georgia School of Law,LL.B.,1958,,,,,,NA,,,NA,"Georgia Army National Guard, 1957-1963; Private practice, Statesboro, Georgia, 1958-1978; State senator, Georgia, 1965-1968",,1817,Democratic,Jimmy Carter,USDC,"U. S. District Court, Southern District of Georgia",GA,9/27/78,NA,NA,0.406,-0.1125,0.313,-0.521,-0.27,-0.1125,0.313,-0.058,0.372,0,0,0,1934,M,White,Qualified,University of Georgia School of Law,"Georgia Army National Guard, 1957-1963<BR>Private practice, Statesboro, Georgia, 1958-1978<BR>State senator, Georgia, 1965-1968",2006,1978,3,B.B.A.,0,0,0,-0.451,NA,,NA,3000,,NA,3000,NA,NA,NA,2006,NA,NA,"U. S. District Court, Southern District of Georgia",,NA,a,NA,NA,NA,NA,NA,1,0,
